pick-up truck,4
innkeeper,4
bird house,4
grandmother,5
meteor,6
"Gondo, Stockalpertum",4
souvenir,4
Chatsworth House,4
Aulis,4
test tube,4
"Meredith, George",5
Gorges du Guiers Mort,4
age of sitter,4
Norman,5
Stratford-upon-Avon - non-specific,13
Poilvache,4
"Kew, Royal Botanic Gardens",4
Garth Castle,4
"Mayen, Genovevaburg",4
Crianlarich,4
"Agosti, Orlando",4
stepping stones,4
Trinity,5
County Antrim,8
apotheosis,4
bison,4
eel,4
"Giacometti, Diego",10
bark,4
Duncombe Park,5
mantra,4
pharoah,4
Port-Louis,4
"Androuet du Cerceau, Jacques",4
Krampelstein Castle,4
ankh,4
Cairo - non-specific,6
"Bellany, John",6
choreographer,4
"Collins, Elisabeth",9
pet grooming,4
greenhouse,4
gun,4
"Eridge Green, Eridge Castle",4
Archangel Gabriel,7
"Rembrandt, paintings",26
La Roche Bernard,8
Temptation of Christ,4
Ferric oxide on paper,4
Fleetwith Pike,4
Dr Syntax's Head,4
Mortham Tower,4
fat - nourishment,4
Wingfield Manor,4
"Chelsea, Royal Hospital",16
clapping,4
robin,4
"Brancepeth, Brancepeth Castle",4
Oberon,6
"Rothenberg, Jerome, 'The 17 Horse Songs of Frank Mitchell'",4
goldfish,8
Marbled cover on paper,5
bottom,4
Phryne,4
"Johnson, Samuel, Dr",10
"2 works on paper, photographs and ink",22
Witton Castle,4
Montreuil,4
"Wellington, Arthur Wellesley, 1st Duke of",5
Briedel,5
Calvary,4
tram,4
Gledhow Hall,4
Primolano,4
"Pontefract, All Saints Church",4
Maidenhead - non-specific,5
"Wells, Chain Gate",12
Regent's Park,6
Chalon-Sur-Saône,4
Arcetri,4
magician,4
papal legate,4
Dolgellau,4
Jericho,4
Urizen,4
widower,4
Fort Augustus - non-specific,5
Dinefwr Castle,4
Green Man,4
Noah,4
Eller Beck,6
Lindley Hall,5
Cast paper,4
"Baiae, Punta dell’Epittafio",7
drawer,4
charity - woman and child,4
"Louviers, Church of Notre-Dame",5
Brazed steel,4
"Crowland, Crowland Abbey",5
Conté crayon on paper,5
"Clark, Ossie",4
"Paris, Barrière des Bonshommes",8
"Dunblane, Dunblane Cathedral",4
"Formia, Tomb of Cicero",6
Peru,4
lectern,4
"Cologne, Bayenturm",24
Haarlem,4
Enamel on steel,13
Minneburg,4
Blackheath - non-specific,4
hat stand,4
Punta Scutolo,4
board game,4
ambulance,4
Slate,4
Earth - woman,9
"Debord, Guy, 'Society of the Spectacle'",5
fat - creativity,4
aspen,4
"film: Fassbinder, Rainer Werner, 'Querelle'",4
Helvellyn,4
"Salcedo, Doris, 'Shibboleth'",4
Ponte Salario,6
shaking hands,4
"Tennyson, Alfred, Lord, 'The Beggar Maid'",18
Coverham Abbey,4
"Llangyfelach, Clase",4
Birth of Venus,4
Iphigenia,4
wrench,5
The Clique,4
falcon,4
battery,5
Hatzenport,4
baton,4
measurements,4
"Rome, Nero's Golden House",4
Bucks Mills,4
"Carline, Hilda",9
Avranches,4
Cyfarthfa,4
Fabric and metal,15
Grand Union Canal,7
Pennines,4
"Bath, Bath Abbey",4
Weissenthurm - non specific,7
Johannesburg - non-specific,4
Procris,4
Delft,4
Col du Bonhomme,4
Meulan,4
Echo,4
Papigno,4
anthropology,5
futility,4
Iran,5
"Abbotsbury, Abbotsbury Abbey",6
"Andersen, Hans Christian",7
shears,4
Brentford,5
Brenva Glacier,4
Gockelsberg,4
Strood,5
"Freud, Lucian",10
soda syphon,4
St George,6
Argus,4
mahlstick,4
tusk,4
submarine,4
"Ulm, Ulm Cathedral",4
Salt Lake City  - non-specific,5
Dorchester,7
Persenbeug Castle,4
materials,13
Stanstad,4
Bath stone,5
"English-born, working in the Netherlands",4
Gibbet Hill,4
gorse,4
"Handel, George Frederick",4
"Sandgate, Sandgate Castle",4
"book, Scott, Walter, and Turner, J.M.W., 'Provincial Antiquities of Scotland'",5
Logan Rock,4
"Oehlen, Albert",5
Wapping - non-specific,5
"Sakamoto, Ryuichi",4
mound,4
Fontainbleau Forest,4
accident,4
Lydford - non-specific,4
filmmaker,4
Burg Nollig,4
"Butler, Samuel, 'Hudibras'",7
"Kossoff, Leon",7
Tom Rakewell,4
Pommern,4
tights,4
Cain,4
Modern Realism,4
Song of Solomon,4
Neumagen-Dhron,4
Rizpah,4
colander,4
Samson,4
Trevi,5
soup,4
jazz,4
St Abb's Head,4
"Bowes, Bowes Castle",4
Cowdray House,4
poisoned,4
scratching,4
Pissignano,4
"Charles, Prince",10
"Export, Valie",6
Porcelain,5
Kinshasa,4
Mozambique,4
snorkel,8
counter,4
nuclear bomb,4
pylon,4
Hubby,4
"Relief etching, ink and watercolour on paper",5
"print, Japanese",4
"el Abed, Ahmed",5
Congolese,4
"Tretower, Tretower Castle",6
Winningen,4
"Troyes, Cathedral of St Pierre",8
roller,7
Milnthorpe,4
Thionville - non-specific,5
"Cole, Ernest, photograph",4
granary,4
Ellerton Priory,4
Purfleet,4
Wimereux,4
mussel,4
regeneration,4
Rietz,5
Castiglion Fiorentino,4
Minotaur,4
Serravalle di Chienti,4
Francesca da Rimini,4
body parts,6
Grand Tour,4
"Lewis, Percy Wyndham",5
Biblical - non-specific,4
Viva,4
"Morris, Jane",13
Hausstein,4
Serpent,5
gravity,4
Stonyhurst College,4
"Millais, John Everett, 1st Baronet",10
peat bog,5
Moulded paper,4
"Yenn, John",4
Havana - non-specific,4
"Metz, Metz Cathedral",4
Silkscreen print on board,16
Via Cassia,4
spanner,4
iris,4
"USA, Alabama",4
unicorn,4
Prodigal Son,4
notebook,4
Pont-Aven,4
"Cornforth, Fanny",4
"Spoleto, Rocca Albornoziana",7
Alkyd paint on canvas,5
"Spa, Parc de Sept-Heures",4
petticoat,4
"John, Augustus",5
cobweb,4
Lebanese,6
cot,4
Torregaveta,4
shackles,4
"Aesop, 'Fables'",4
"Rome, Claudian Aqueduct",5
"Longus, 'Daphnis and Chloe'",4
Michaelslei,5
"book, prayer",5
dividers,4
"Pollard, Robert, 'The Peerage of Great Britain and Ireland'",4
"Coplans, John",4
skipping,4
"Leverett, David",4
Muse,4
"Matisse, Henri",7
border crossing,4
Gallery of Gondo,5
"Goya, Francisco de, etching, 'Disasters of War'",9
craftsman,4
Currie,5
Newmarket - non-specific,6
"Lambruschini, Armando, Admiral",4
lipstick,4
chambermaid,4
Flemish,4
Colby Fall,4
menu,4
'The Merchant of Venice',7
Dunglass Castle,4
"Koons, Jeff",6
"Salerno, Castello di Arechi",9
"Hayes, Marie",6
"Basingstoke, Holy Ghost Chapel",6
Camber Castle,4
clover,4
Ossian,4
Ironbridge,4
Massa,5
Orphic Cubism,4
Glyder Fawr,6
pelican,4
Auxerre,7
Pale,5
ticket,7
Kendal - non-specific,4
"Aachen, Aachen Cathedral",6
Cortona,4
Wetterhorn,4
Goliath,4
Dante Alighieri,4
"Cockburnspath, Pease Bridge",4
"Polish uprising, 1794",4
tiara,4
Menton,4
governor,4
claw,4
Kingston,5
Raby Hunt members,4
gluttony,4
"Treis, Zilleskapelle",4
handstand,5
"Fountayne, John, Very Reverend",6
St Nicholas,5
Schwyz,3
Buxton,3
"Pepin, Marie",3
Brienz,6
eggcup,3
hyena,3
sin - nude woman,3
St Bees Head,5
"Thatcher, Margaret",3
Ardnamurchan Point,3
Toulon,3
drawbridge,3
Inveruglas,3
dictionary definition,3
lampshade,3
"Hardy, Thomas",4
Killary,3
'Twelfth Night',3
lust - satyr,4
"Munich, Luisenstrasse 33, Städtische Galerie im Lenbachhaus",28
"Marat, Jean-Paul",3
tripod,3
Stangate Creek,3
Slade School of Art,3
"Giorgione, painting, 'Concert Champêtre'",4
Vireux,3
"St David's, St David's Cathedral",9
"Orvieto, Orvieto Cathedral",3
4 photocopies on paper on wooden panel,3
"del Monte, Guidobaldo",3
Fort Bard,3
"Northcote, James",3
Elm,3
Zwingenberg - non-specific,6
Bathsheba,3
Bridge of Allan,3
South Bank,10
cow parsley,3
curlew,5
St Goar - non specific,5
spur,3
"Lewisham, Church of St Mary the Virgin",3
Kerschbaum Castle,3
alien,3
"Lessore, John",8
"Wertheimer, Almina",19
"Ray, Man",3
Polish,3
Christ - good shepherd,3
"Louth, Upgate",3
Palos,3
Barmouth,7
Rheingau,3
J.M.W. Turner print subscribers,3
megaphone,3
"Flaxman, John",5
"Ravensworth, Ravensworth Castle",3
Bellagio,3
"Cliveden, Cliveden House",5
mulberry,3
sorrel,3
"Sunningwell, Sunningwell Church",3
Landernaeu,3
Iona,3
Kirsch,3
"Raglan, Raglan Castle",3
Rambouillet,3
fish tank,5
"Hepworth, Barbara",5
Oban,3
Wetherby,5
Ludlow - non-specific,3
Jervaulx Abbey,3
"Guercino, painting,'Venus, Mars and Cupid'",9
"Wapping, New Crane Wharf",5
bodyguard,3
Oil stick on paper,3
"Paper, charcoal, wax crayon, emulsion paint, oil paint, oil pastel, gouache and ink on paper",3
music stand,3
Bernières-sur-Mer,3
games machine,3
"Colchester, Colchester Castle",6
"Breakwell, Ian",3
"Calais, Siege, 1346-7",12
"Frank, Pablo",7
"Dryslwyn, Dryslwyn Castle",3
"dog, bull terrier",3
St Sebastian,3
Omega Workshops,3
Reading,3
poacher,3
"Edgely, Leslie, 'The Runaway Pigeon'",3
anvil,3
Mannerist,3
scrapyard,3
"Cambuskenneth, Cambuskenneth Abbey",3
Loch Earn,11
"USA, Washington",3
grenade,3
Dawlish,3
Hareden,3
"Weymouth, Sandsfoot Castle",4
"Kirkwall, Cathedral of St Magnus",8
engraving / etching needle,5
"Calabresi, Ubaldo, Monsignor",3
trestle,3
Judith,4
Red Sea,5
Stockport,8
Senheim,3
budgerigar,3
Broadstairs - non-specific,4
chocolate grinder,5
"Maisky, Ivan, Ambassador",3
Meleager,3
oil can,3
"Chester, Chester Castle",6
Rapperswil,3
Rayonism,3
honeycomb,4
cotton wool,6
"Robertsbridge, Robertsbridge Abbey",3
Institute of Contemporary Arts,3
woodpecker,3
peanut,4
"Somme, Battle, July-Nov 1916",3
Ascension,3
32 digital prints on paper,9
Allan Water,3
flea,3
stethoscope,3
Kaimt,3
"Wilde, Oscar",4
"Kassel, Fridericianum",13
"Mantes, St Maclou",6
"Alexander the Great, 4th c. BC",4
Mesa,4
Interlaken,3
"Basel, St. Alban-Rheinweg 60, Museum Für Gegenwartskunst",3
cheese,4
Säussenstein,3
"USA, Vermont",3
"book, Turner, J.M.W., 'Liber Studiorum'",3
"Hokusai, Katsushika, print, 'The Great Wave off Kanagawa'",3
Persephone / Proserpina,3
"Botticelli, Sandro, painting, 'The Birth of Venus'",5
"Amalfi, Convento di Amalfi",6
"Exeter, Exeter Cathedral",9
Levens Estuary,4
"Doré, Gustave, print, 'The Deluge'",4
Blaenau Gwent,4
"Rilke, Rainer Maria, 'Sonnets to Orpheus'",6
"Bunyan, John, 'Pilgrim's Progress'",3
"Preece, Patricia",3
King Kong,3
taxidermy piece,3
"Bolton, Lavinia Paulet, Duchess of",5
Malmaison,3
tabernacle,3
Candlegrease and ink on paper,3
Tolentino,3
escalator,3
ammunition,3
four and twenty elders,3
Neuhaus Castle,4
Calvi,3
zoology,3
Baldersby Park,3
Worthing,3
printing press,4
Iffley - non-specific,3
Mauthausen,3
Rosalind,3
"death: William Pitt, 1st Earl of Chatham, 1778",3
"Richter, Gerhard",3
"Spitalfields, Christ Church",4
Father Christmas,4
AIDS,3
Glaramara,3
"Dover, St Mary's Church",4
St Mark - lion,5
"Delphi, Castalian Spring",3
"Pembury, Pembury Mill",3
Pontoise,3
struck by lightning,3
Torquay,3
specimen,3
moss,3
"Canaletto, Giovanni Antonio Canal",4
"Russia, Khakassia",5
"Monnington, Thomas, Sir",3
barbershop,3
"Taylor, George",8
"Tournus, Abbey of St-Philibert",3
Bürgenstock,3
"Rumi, Jalalu'ddin, 'Divan Shams'",3
hollyhock,5
"Wales, Edward I's invasion, late 13th c.",3
Loch Scavaig,5
tea urn,3
Bregenz,3
St Zacharias,3
"Bicknell, Maria Elizabeth",3
"Knox, John",3
consumption,3
Foil embossed print on paper,3
dustbin lid,3
apprentice,3
Kenmore,3
Bärensteine,3
cockatoo,3
Chimney Rock,3
salt pot,3
"Bank, Mansion House",3
"Bourgeois, Louise",4
Palm Sunday,3
"Miller, Annie",9
Finchley,3
Rubber,4
Gillingham,3
Musaeus,3
Barden Fell,5
"Livens, Evangeline",4
"Arnatt, Keith",3
Samuel,5
sedan chair,3
Neon lights,5
"Midway, Battle, 3-6 Jun 1942",3
"Stamford, St Martin's",3
bird,3
Rutland,3
Niobid,3
Bognor Regis,3
Avenza,3
voodoo,3
"Veronese, painting, 'The Family of Darius before Alexander'",10
Newbridge,3
"Bamberg, Altenburg",5
vein,3
La Gaiola,3
"Coker, Peter, painting, 'Table and Chair'",3
"Pulsford, Madge",3
Eton College Chapel,3
Camden - non-specific,3
Roman invasion / occupation of Britain,3
Charleston - non-specific,7
Calypso,3
"Haring, Keith",3
"Bonn, Königstrasse 71, Galerie Klein",3
Guinevere,3
Hartsop Dodd,4
Chambéry,3
Cresswell Crags,3
Barnbougle Castle,3
Apuleius,6
Bennett family,12
Hereford - non-specific,7
"Velazquez, Diego, painting, 'Christ after the Flagellation ...'",10
"Piper, Myfanwy",3
Dundee,3
sperm,3
pathology,3
"Whistler, James Abbot McNeill",6
"Sterne, Laurence, 'Tristram Shandy'",4
Maryport,3
exercising,5
"Bell, Vanessa",3
double-headed figure,4
Brinkburn Priory,3
primrose,3
"Bomberg, Lilian",8
"Hiroshima, atomic bomb, 6 Aug 1945",3
Bull Point,3
"Penrith, Penrith Castle",3
Queen of Sheba,3
Carrara,7
octopus,3
Meccano,3
Hurst Castle,3
postman,3
Les Andelys - non-specific,4
"USA, Pennsylvania",3
Mixed media on canvas,8
"Ruskin, John",6
Cobham,3
"Monte Sant'Angelo, Pisco Montano",5
"Constable, John, painting, 'Salisbury Cathedral ...'",18
ordination,3
Merl,4
Algerian,6
Glenkiln Sculpture Park,3
"Michelangelo, sculpture, 'David'",10
"Jones, Grace",10
Willesden Sports Centre,3
"Pizarro, Francisco",3
dollar sign,3
Pinocchio,3
"Burns, Robert",3
Jura Mountains,3
Wasserburg am Inn,3
"Duchamp, Marcel",11
Gwendraeth Fâch,3
Marche-les-Dames,3
Ezekiel's vision,3
Le Conquet,3
"Chalk, ink wash and pen and ink on paper",3
grain,4
juniper,3
"Ashburnham, Ashburnham Place",5
reincarnation,3
Underworld,3
Massacre of the Innocents,3
"Burke, Robert O'Hara",3
talon,3
"Chatham, William Pitt, 1st Earl of",4
"Wolsey, Thomas, Cardinal",3
"Mills, Juliet Yardley",3
post box,3
Ashestiel,3
Valley of Thon-Samson,7
Imola,3
Weggis,3
Seven Sisters,3
Jouy-aux-Arches,3
Cassandra,3
"Krefeld, Karlsplatz 35, Kaiser Wilhelm Museum",6
"Sawley, Sawley Abbey",3
"Hanover, kestnergesellschaft",4
Oxidised stoneware,3
Kahlenberg,4
"Pastel, graphite and watercolour on paper",6
paw mark,3
"Freud, Sigmund, 'The Uncanny'",4
loom,3
engagement,4
"Aitken, Charles",3
"Stulik, Rudolph",3
"Cobham, Cobham Hall",3
"D-Day, 6 June 1944",3
sand dune,3
Harpy,3
"Bernini, Gianlorenzo, sculpture, 'Apollo and Daphne'",3
Wittenham Clumps,3
St Dunstan-in-the-East,3
Lake Fusaro,3
Crummock Water,3
tampon,3
toll gate,3
"Holt, Lilian",3
Daniel,12
Sarajevo,3
female sexual organs - vessel,9
"Mendelson, Lilian",3
"Hackney Wick, Trowbridge Estate",4
Bonnières-sur-Seine,3
Höllergrund,3
"boat, catamaran",3
Seringapatam,5
life - red,15
bookseller,3
Padua,3
see-saw,3
"Villeneuve, Château d'Argent / Chatel Argent",7
Polyvinyl acetate paint on hardboard,16
Arts and Crafts,3
Ingleton,3
Hanwell - non-specific,3
fig,3
"Aosta, Arch of Augustus",3
Mullion Cove,3
"Kiel, Nikolaikirche",3
triplets,3
bolt,3
Metaphysical Art,3
"Feathers, metal and fabric",7
Jersey,3
"Beale, Thomas, 'The Natural History of the Sperm Whale...'",3
Malham Tarn,6
"USA, Maryland",3
Lake Trasimeno,3
Boaz,3
"Kemble, John Philip",6
Skyrrid Mawr,3
Spielberg,6
Porthleven,3
Shillingford,3
sea bed,3
"Breitmore, Roberta",3
almshouse,3
Blakeney,3
Wormingford,3
"Macerata, Castello della Rancia",3
pepperpot,3
Ancenis,3
Greifenstein Castle,3
banister,3
Tarn House,3
"Iffley, St Mary the Virgin's Church",3
boils,3
tarot,5
'King Lear',3
Trittenheim,3
Inversnaid,3
Brass,4
Polynesian,3
"Newton Abbot, Ogwell Mill",4
Benson,5
beech,3
glider,3
"Otley, Newall Hall",3
"protests and unrest: strike, National Union of Mineworkers, 1984",21
domino,3
Bad Cannstatt,3
"Gosling, Maud",6
"Whichcote, Frances Maria",3
Mary of Bethany,3
Arona,3
Wallingford,8
Aggstein Castle,3
Enns,3
"Numbers, chapter 21",4
snowdrop,3
"dog, Yorkshire terrier",3
Eastbourne,3
threshing,5
Llandewi Skyrrid,3
wasp,3
underpass,3
Aaron,3
Pendle Hill,3
cold,4
Uttewalder Grund,3
Daedalus,3
Maastricht - non-specific,4
"Slide, 35 mm, projection, colour",15
Roche-Corbon,3
"MacColl, Dugald Sutherland",3
tinker,3
Nera Gorge,3
Monti Ausoni,4
"Howden, Howden Minster",3
Mehring,3
Britain - Britannia,5
"Great Mitton, All Hallows Church",3
Ben Vrackie,5
mackerel,3
vitality,3
New Brighton,3
Scheveningen,3
"Freedman, Barnett",3
"John, Dorelia",4
backgammon,3
St Stephen,3
abortion,3
"Niederheimbach, Burg Heimburg",3
Brading,3
Slovakia,3
Ennerdale Water,3
Abertillery,3
Schweich,3
snuff,3
nail varnish,3
Horton,3
"book, Beckford, William, 'Vathek'",4
"Dunkeld, Dunkeld Cathedral",3
Igel,3
"Melly, George",3
juggling,3
"Christchurch, Christchurch Priory",3
heat exhaustion,3
"Greenham, Greenham Common",3
Arte Nucleare,3
Bonnington Linn,3
Scuola Romana,3
Whalley - non-specific,4
"ship, tanker",5
"Ali, Muhammed",3
Jacob's ladder,4
camouflage,3
tennis,4
Happisburgh,3
fish hook,3
Hyde Park - non-specific,6
coat hook,3
puddle,3
"'Fighting Gladiator', sculpture",3
perch,3
Sound of Mull,3
"White, George",4
Ben an Lochain,3
"Kokoschka, Oskar",3
Dent d'Oche,3
Tilbury - non-specific,3
leprosy,3
Hagar,3
"Rhuddlan, Rhuddlan Castle",3
"Kennedy, John F., President",7
Upperton Monument,4
Vinyl tape and graphite on paper,4
San Remo,3
"Avignon, Palace of the Popes",3
Sestos,4
Fumay,3
Weitenegg Castle,3
Schöllenen Gorge,3
"Watford, More Park",3
Hand coloured photograph on paper,3
"Cetara, Torre Vicereale",3
Plym Estuary,3
Montenvers,3
Chissey-en-Morvan,3
Vulcan,3
"Video, monitor, black and white and sound (mono)",9
Kerrera,4
"metal, corrugated iron",3
hope - woman,4
Tour de Saint-Michel,3
Montroyal,4
"Epping, Copped Hall",3
"Blood, Wendy",3
West Tanfield,5
straw,4
Reesh,3
terrorism,3
Bordighera,3
"Saint-Just, Louis Antoine Léon de",5
Ingrandes,3
"Rome, Farnese Gardens",3
mop,3
"Magritte, René, painting",4
Belvoir Hunt members,3
Eos / Aurora,3
Chiefswood Cottage,3
"Holdenby, Holdenby House",3
granddaughter,3
"Leonardo da Vinci, painting, 'Mona Lisa'",8
"Woodcut, etching, aquatint and ink on paper",15
Walsingham Priory,5
Rydal Water,3
Flagellation,4
Revelation,18
"Beverley, Beverley Minster",5
hearing aid,3
jeep,3
Pointe Percée,4
Catania,3
"Brisley, Stuart",3
"Avebury, Silbury Hill",3
"Crimean War, 1853-6",3
"Nylon tights, synthetic fibre, breeze blocks and steel wire",3
Black Mountains,3
rust,3
Witches' Sabbath,3
Bushey,3
Rapallo,3
"Indian Mutiny, 1857-8",3
relic,3
Royal College of Art,5
Crevola d'Ossola,3
Pegwell Bay,3
Alabaster,8
tutu,3
time - old man,10
"Mary, Queen",3
"González, Marie-Thérèse",6
"Magi, Wise Men",3
Anne,4
Naomi,3
Cagnes-sur-Mer,3
"Tarbert, Tarbert Castle",3
Levico,4
"Stalin, Joseph",3
Lugano,3
"St Andrews, St Andrews Cathedral",4
Troy,3
audio,3
"Saumur, Château",8
Loughrigg,3
Seacliff House,3
Deptford,3
Penryn,3
mechanic,3
"Arezzo, Santa Maria della Pieve",8
Antarctica,3
"van Ruysdael, painting, 'Burst of Sunshine'",5
"Fenton, Lavinia",3
Lot Mead Lock,3
skate,4
tightrope,3
"Pasmore, Wendy",4
"French-trained, working in Britain",3
"Buenos Aires, Metropolitan Cathedral",12
"Siena, San Domenico",6
Dieblich,3
billiard table,3
Gisors,3
comedy,4
Wall painting,3
Clachan Bridge,3
"Baudelaire, Charles, 'Les Fleurs du Mal'",7
"Jeanneret, Charles Edward, 'Le Corbusier',",3
Ligny-en-Barrios,4
passionflower,4
nettle,3
Falaise - non-specific,3
Nehren,3
Runnymede,3
Littlehampton,3
"MacDonald, George, 'At the Back of the North Wind'",3
Whernside,3
London Underground network,3
Cyrillic text,3
"Houghton, Susanna",5
gliding,3
Pigment on glass,7
alignment,3
trance,3
Ross-on-Wye,3
"Kiefer, Anselm",5
St Luke,5
2 lithographs on paper,6
"Queensferry, Port Edgar",8
Undercliff,3
screw driver,3
"McEvoy, Mary",6
salt,3
"Goldsmith, Oliver, 'The Vicar of Wakefield'",6
"Alnwick, Alnwick Castle",5
androgyny,3
Artist Placement Group,3
"Warsaw, Bridge of Prag",5
Brothers Water,4
"Shore, Jane",4
Glaucus,3
sparrow,5
life belt,3
roundabout,3
Beaucaire,3
razor blade,3
sacred site - hand,3
"Craig, Tim",3
guillotine,4
pond,5
Tummel Bridge,3
excrement,3
puffin,3
"Albano, Tomb of the Horatii and Curatii",9
sling,4
Hollenburg,3
Upwey,3
Elbogen,3
"Llandovery, Llandovery Castle",3
trowel,3
"Pisa, Pisa Cathedral, Leaning Tower",5
Boroughbridge,3
training shoes,3
"Theux, Church of SS Hermes and Alexander",3
soul - bird,10
Godalming,3
Llandeilo,4
weight,3
"Poe, Edgar Allan, 'Landor's Cottage'",21
illegitimacy,3
Bremm,3
ironing,5
Steel and sand,17
Axmouth,3
Burg Arras,4
Chur,3
"Garbo, Greta",3
sinner - sheep,3
fetish,3
Sauvenière Spring,3
"Henry VIII, King",6
Les Baux-de-Provence,3
bruise,3
deceit,3
"Succione, Marquesa",3
"death: Thomas Chatterton, suicide, 24 Aug 1770",5
"Newton, Sir Isaac",6
Bodycolour and watercolour on paper,6
"Moffat, Lochhouse Tower",3
"Fondi, Castello Baronale",3
"Churchill, Winston, Sir",4
housekeeper,3
Dunwich,3
iceberg,3
Concrete,6
"USA, Colorado",3
"Gore, Mary Johanna 'Mollie/Molly', née Kerr",3
"Moxon, Joseph",5
"Etchells, Frederick",5
Persia,3
"Acts, chapter 7",13
Helvia Recina,3
Voreppe,3
"'Belvedere Torso', sculpture",4
Thirlmere,3
Caub,3
Moel Hebog,3
"Wadsworth, Edward",2
Trutz Eltz,2
plug hole,2
"Hutchinson, Mary St John",3
St Bruno,2
"Dyer, George",2
"Stubbs, George, painting",3
Atlantic Ocean,3
"James I, King",3
Rolleboise,3
Vinylite on plywood board,2
Gawthorpe Hall,2
mosaic,2
satchel,2
"Sleaford, St Denys's Church",2
Paper on card,9
Dirleton,2
"Blanchot, Maurice, 'The Space of Literature'",2
"Penck, A.R.",2
Bethnal Green - non-specific,6
Belleville,2
Flamborough Head,2
pike,2
Pylades,2
"Lucerne, Kapellbrücke",3
"Llanhaden, Llanhaden Castle",3
"Stevenson, Robert Louis",4
Ishmael,2
distillery,2
"Baqari, Mrs",2
"Blair, Robert, 'The Grave'",2
Giggleswick,2
Hallsands,2
dandelion,2
Greta Bridge,2
Sulzbach,2
Enamel paint on canvas,7
"Wilson, Richard, 'The Bridge of Augustus at Rimini'",18
"Varades, Château de la Madeleine",2
"Mendieta, Ana",2
Askham Hall,2
violet,2
Drake's Island,2
"Moynihan, Rodrigo",2
Adelphi Terrace,2
Glen Lyon,2
Giuseppina,2
Walmer Castle,2
Porlezza,2
"boat, barge, Skinners Company",2
stopcock cover,2
"Healaugh, Healaugh Farm",4
salad,2
Wigan,2
Oestrich,2
Schönbühel Castle,4
destiny,3
Loschwitz,2
"Manning, Henry Edward, Cardinal",2
dystopia,2
Solfatara,2
hand cream,2
Felt-tip pen on paper,4
appliqué,2
"Graffigna, Omar Domingo, General",2
racing driver,3
Afghanistan,2
Dymchurch,2
Vence,2
Roslin - non specific,2
"Houshiary, Shirazeh, sculpture",2
"Ward, E.M.",2
Arenig Fawr,3
"ship, steam, 'Gomer'",3
"16 photographs, gelatin silver print on paper with dye on paper mounted onto board",5
Filsen,2
sea poppy,2
Lee,2
purity - white gown,2
San Lorenzo della Costa,2
"Ono, Yoko",2
Sir Launcelot,2
mortality - sunset,6
"event: Edinburgh International Festival, 1980",3
"Juvenal, 'Satires'",2
Ardrossan,2
St Chrischona,3
Tunbridge Wells,2
Sodom,2
"Sitwell, Edith, Dame",3
butler,2
"Townshend, Pete",4
rope-making,2
"USA, Oklahoma",2
"Dowling, Jane",2
Ebernburg,2
Assisi,2
"Legros, Alphonse",2
"Antrim, Maze Prison",2
Pont-Cysylltau,2
Isola Tiberina,2
pearl,2
"Clyde, Colin Campbell, 1st Baron",2
sowing,2
Bemersyde House,2
video monitor,2
"Fuseli, Henry",3
Kentish Town,2
"Disraeli, Benjamin",2
Jupiter,2
Libya,2
Ascanius,2
"River Wharfe, Strid",2
Bautsburg,2
"Toledo, Alcantara Bridge",4
Breydon Water,2
Conishead Priory,2
Senegal,3
"Day, John Barham",4
Angus,2
"Rouen, Place de la Haute-Vieille-Tour",3
"Loyola, Ignatius of, 'The Autobiography'",4
rubber ring,2
pumpkin,2
"Degas, Edgar",4
Spray paint on canvas,3
Babbacombe Bay,2
Telemachus,2
Ponte Romano,2
"Martin, Ada, Lady",6
21st century,2
"Rome, Protestant Cemetery",2
"Marden, Brice",4
"Lewis, Cecil, 'Montezuma'",2
"Ghent, Cathedral of St Bavon",2
High Cup Nick,2
"Bellmer, Hans, sculpture, 'The Doll'",2
"Clive, Kitty",2
Cape Sounion,2
"Pisa, Santa Maria della Spina",2
Orc,2
steward,2
"Fachiri, Almina",2
"Chirk, Chirk Castle",2
Angera,2
"Bochum, Laerheidestrasse 26, Friedrich von Hardenberg-Haus",3
Maidstone - non-specific,2
"Hone, Evie, stained glass, 'East Window Eton College Chapel'",2
fruit-pressing,2
Malcolm X,2
art handler,2
"fish, kipper",2
Müden,2
"flag, Malawi",6
Y Garn,2
"Mansfield, Jayne",4
Bridge Hewick,2
seamstress,2
Tatham,2
Tarascon,2
Wyoming,2
"Bute, 3rd Earl of, children",2
"Judd, Donald",2
"Cookham, Turk's Boatyard",2
"Boccaccio, Giovanni, 'The Decameron'",3
"Manson, James Bolivar",2
"Suzuki, Masayuki",2
"dog, Airedale terrier",2
bittern,2
pleasure,3
"Swinburne, Algernon Charles",4
Moscow,2
"Tubingen, Kunsthalle Tubingen",2
Brutalism,2
"Winchester, West Gate",7
pawnbroker,2
Vitebsk,2
Hals - non specific,2
Calder Abbey,3
"Rose, Frances",2
"Giotto, 'The Last Judgement'",2
horse chestnut,2
"Exmouth, Powderham Park",3
Whitfield Gill Fall,2
Silver paint on paper,2
cheetah,2
"Oil, enamel and paper on paper",2
"Conder, Stella",4
"Edison, Thomas Alva",2
litter,2
"Blake, Peter",4
Burg Eltz,2
"USA, Connecticut",2
"Meinhold, Wilhelm, 'Sidonia the Sorceress'",2
"Protestantism, Salvation Army",2
Caligula's Palace,2
Tretire,3
"dog, West Highland terrier",3
